Time,Driver,DriverNumber,LapTime,LapNumber,Stint,PitOutTime,PitInTime,Sector1Time,Sector2Time,Sector3Time,Sector1SessionTime,Sector2SessionTime,Sector3SessionTime,SpeedI1,SpeedI2,SpeedFL,SpeedST,IsPersonalBest,Compound,TyreLife,FreshTyre,Team,LapStartTime,LapStartDate,TrackStatus,Position,Deleted,DeletedReason,FastF1Generated,IsAccurate
0 days 01:36:58.045000,TSU,22,0 days 00:01:10.429000,27.0,4.0,NaT,NaT,0 days 00:00:17.729000,0 days 00:00:31.295000,0 days 00:00:21.405000,0 days 01:36:05.385000,0 days 01:36:36.680000,0 days 01:36:58.085000,293.0,227.0,268.0,288.0,False,HARD,4.0,True,AlphaTauri,0 days 01:35:47.616000,NaT,1,17.0,,,False,True
0 days 01:38:08.391000,TSU,22,0 days 00:01:10.346000,28.0,4.0,NaT,NaT,0 days 00:00:17.726000,0 days 00:00:31.209000,0 days 00:00:21.411000,0 days 01:37:15.811000,0 days 01:37:47.020000,0 days 01:38:08.431000,291.0,224.0,268.0,287.0,False,HARD,5.0,True,AlphaTauri,0 days 01:36:58.045000,NaT,1,17.0,,,False,True
0 days 01:39:18.754000,TSU,22,0 days 00:01:10.363000,29.0,4.0,NaT,NaT,0 days 00:00:17.733000,0 days 00:00:31.247000,0 days 00:00:21.383000,0 days 01:38:26.164000,0 days 01:38:57.411000,0 days 01:39:18.794000,289.0,226.0,269.0,288.0,False,HARD,6.0,True,AlphaTauri,0 days 01:38:08.391000,NaT,1,17.0,,,False,True
0 days 01:40:29.342000,TSU,22,0 days 00:01:10.588000,30.0,4.0,NaT,NaT,0 days 00:00:17.737000,0 days 00:00:31.386000,0 days 00:00:21.465000,0 days 01:39:36.531000,0 days 01:40:07.917000,0 days 01:40:29.382000,291.0,224.0,268.0,289.0,False,HARD,7.0,True,AlphaTauri,0 days 01:39:18.754000,NaT,1,17.0,,,False,True
0 days 01:41:40.073000,TSU,22,0 days 00:01:10.731000,31.0,4.0,NaT,NaT,0 days 00:00:17.741000,0 days 00:00:31.498000,0 days 00:00:21.492000,0 days 01:40:47.123000,0 days 01:41:18.621000,0 days 01:41:40.113000,292.0,225.0,268.0,287.0,False,HARD,8.0,True,AlphaTauri,0 days 01:40:29.342000,NaT,1,17.0,,,False,True
0 days 01:42:50.628000,TSU,22,0 days 00:01:10.555000,32.0,4.0,NaT,NaT,0 days 00:00:17.776000,0 days 00:00:31.356000,0 days 00:00:21.423000,0 days 01:41:57.889000,0 days 01:42:29.245000,0 days 01:42:50.668000,292.0,224.0,269.0,289.0,False,HARD,9.0,True,AlphaTauri,0 days 01:41:40.073000,NaT,1,17.0,,,False,True
0 days 01:44:01.235000,TSU,22,0 days 00:01:10.607000,33.0,4.0,NaT,NaT,0 days 00:00:17.683000,0 days 00:00:31.440000,0 days 00:00:21.484000,0 days 01:43:08.351000,0 days 01:43:39.791000,0 days 01:44:01.275000,292.0,226.0,269.0,289.0,False,HARD,10.0,True,AlphaTauri,0 days 01:42:50.628000,NaT,1,17.0,,,False,True
0 days 01:45:11.937000,TSU,22,0 days 00:01:10.702000,34.0,4.0,NaT,NaT,0 days 00:00:17.739000,0 days 00:00:31.441000,0 days 00:00:21.522000,0 days 01:44:19.014000,0 days 01:44:50.455000,0 days 01:45:11.977000,292.0,224.0,268.0,290.0,False,HARD,11.0,True,AlphaTauri,0 days 01:44:01.235000,NaT,1,17.0,,,False,True
0 days 01:46:22.854000,TSU,22,0 days 00:01:10.917000,35.0,4.0,NaT,NaT,0 days 00:00:17.764000,0 days 00:00:31.546000,0 days 00:00:21.607000,0 days 01:45:29.741000,0 days 01:46:01.287000,0 days 01:46:22.894000,293.0,222.0,268.0,289.0,False,HARD,12.0,True,AlphaTauri,0 days 01:45:11.937000,NaT,1,16.0,,,False,True
0 days 01:47:33.923000,TSU,22,0 days 00:01:11.069000,36.0,4.0,NaT,NaT,0 days 00:00:17.832000,0 days 00:00:31.570000,0 days 00:00:21.667000,0 days 01:46:40.726000,0 days 01:47:12.296000,0 days 01:47:33.963000,292.0,222.0,270.0,289.0,False,HARD,13.0,True,AlphaTauri,0 days 01:46:22.854000,NaT,1,16.0,,,False,True
