Time,Driver,DriverNumber,LapTime,LapNumber,Stint,PitOutTime,PitInTime,Sector1Time,Sector2Time,Sector3Time,Sector1SessionTime,Sector2SessionTime,Sector3SessionTime,SpeedI1,SpeedI2,SpeedFL,SpeedST,IsPersonalBest,Compound,TyreLife,FreshTyre,Team,LapStartTime,LapStartDate,TrackStatus,Position,Deleted,DeletedReason,FastF1Generated,IsAccurate
0 days 01:19:25.129000,HUL,27,0 days 00:01:26.188000,12.0,1.0,NaT,NaT,0 days 00:00:30.756000,0 days 00:00:31.067000,0 days 00:00:24.365000,0 days 01:18:29.697000,0 days 01:19:00.764000,0 days 01:19:25.129000,279.0,233.0,243.0,289.0,False,MEDIUM,15.0,False,Haas F1 Team,0 days 01:17:58.941000,NaT,1,9.0,,,False,True
0 days 01:20:51.220000,HUL,27,0 days 00:01:26.091000,13.0,1.0,NaT,NaT,0 days 00:00:30.749000,0 days 00:00:30.961000,0 days 00:00:24.381000,0 days 01:19:55.878000,0 days 01:20:26.839000,0 days 01:20:51.220000,275.0,232.0,243.0,287.0,False,MEDIUM,16.0,False,Haas F1 Team,0 days 01:19:25.129000,NaT,1,9.0,,,False,True
0 days 01:22:17.136000,HUL,27,0 days 00:01:25.916000,14.0,1.0,NaT,NaT,0 days 00:00:30.636000,0 days 00:00:30.961000,0 days 00:00:24.319000,0 days 01:21:21.856000,0 days 01:21:52.817000,0 days 01:22:17.136000,273.0,233.0,243.0,289.0,False,MEDIUM,17.0,False,Haas F1 Team,0 days 01:20:51.220000,NaT,1,9.0,,,False,True
0 days 01:23:43.230000,HUL,27,0 days 00:01:26.094000,15.0,1.0,NaT,NaT,0 days 00:00:30.520000,0 days 00:00:31.166000,0 days 00:00:24.408000,0 days 01:22:47.656000,0 days 01:23:18.822000,0 days 01:23:43.230000,276.0,231.0,245.0,288.0,False,MEDIUM,18.0,False,Haas F1 Team,0 days 01:22:17.136000,NaT,1,9.0,,,False,True
0 days 01:25:11.675000,HUL,27,0 days 00:01:28.445000,16.0,1.0,NaT,0 days 01:25:10.018000,0 days 00:00:30.688000,0 days 00:00:31.102000,0 days 00:00:26.655000,0 days 01:24:13.918000,0 days 01:24:45.020000,0 days 01:25:11.675000,277.0,231.0,,288.0,False,MEDIUM,19.0,False,Haas F1 Team,0 days 01:23:43.230000,NaT,1,9.0,,,False,False
0 days 01:26:56.336000,HUL,27,0 days 00:01:44.661000,17.0,2.0,0 days 01:25:32.846000,NaT,0 days 00:00:49.880000,0 days 00:00:30.874000,0 days 00:00:23.907000,0 days 01:26:01.555000,0 days 01:26:32.429000,0 days 01:26:56.336000,273.0,230.0,245.0,288.0,False,HARD,4.0,False,Haas F1 Team,0 days 01:25:11.675000,NaT,1,15.0,,,False,False
0 days 01:28:21.531000,HUL,27,0 days 00:01:25.195000,18.0,2.0,NaT,NaT,0 days 00:00:30.287000,0 days 00:00:30.916000,0 days 00:00:23.992000,0 days 01:27:26.623000,0 days 01:27:57.539000,0 days 01:28:21.531000,280.0,230.0,245.0,289.0,True,HARD,5.0,False,Haas F1 Team,0 days 01:26:56.336000,NaT,1,15.0,,,False,True
0 days 01:29:47.135000,HUL,27,0 days 00:01:25.604000,19.0,2.0,NaT,NaT,0 days 00:00:30.609000,0 days 00:00:30.985000,0 days 00:00:24.010000,0 days 01:28:52.140000,0 days 01:29:23.125000,0 days 01:29:47.135000,274.0,233.0,245.0,288.0,False,HARD,6.0,False,Haas F1 Team,0 days 01:28:21.531000,NaT,1,14.0,,,False,True
0 days 01:31:12.456000,HUL,27,0 days 00:01:25.321000,20.0,2.0,NaT,NaT,0 days 00:00:30.323000,0 days 00:00:30.951000,0 days 00:00:24.047000,0 days 01:30:17.458000,0 days 01:30:48.409000,0 days 01:31:12.456000,276.0,233.0,245.0,291.0,False,HARD,7.0,False,Haas F1 Team,0 days 01:29:47.135000,NaT,1,14.0,,,False,True
0 days 01:32:37.968000,HUL,27,0 days 00:01:25.512000,21.0,2.0,NaT,NaT,0 days 00:00:30.555000,0 days 00:00:31.001000,0 days 00:00:23.956000,0 days 01:31:43.011000,0 days 01:32:14.012000,0 days 01:32:37.968000,277.0,230.0,245.0,290.0,False,HARD,8.0,False,Haas F1 Team,0 days 01:31:12.456000,NaT,1,14.0,,,False,True
