Time,Driver,DriverNumber,LapTime,LapNumber,Stint,PitOutTime,PitInTime,Sector1Time,Sector2Time,Sector3Time,Sector1SessionTime,Sector2SessionTime,Sector3SessionTime,SpeedI1,SpeedI2,SpeedFL,SpeedST,IsPersonalBest,Compound,TyreLife,FreshTyre,Team,LapStartTime,LapStartDate,TrackStatus,Position,Deleted,DeletedReason,FastF1Generated,IsAccurate
0 days 01:26:01.027000,NOR,4,0 days 00:01:53.561000,12.0,2.0,NaT,NaT,0 days 00:00:32.380000,0 days 00:00:50.593000,0 days 00:00:30.588000,0 days 01:24:39.846000,0 days 01:25:30.439000,0 days 01:26:01.027000,322.0,183.0,209.0,305.0,False,HARD,7.0,True,McLaren,0 days 01:24:07.466000,NaT,1,15.0,,,False,True
0 days 01:27:55.139000,NOR,4,0 days 00:01:54.112000,13.0,2.0,NaT,NaT,0 days 00:00:32.388000,0 days 00:00:50.927000,0 days 00:00:30.797000,0 days 01:26:33.415000,0 days 01:27:24.342000,0 days 01:27:55.139000,324.0,182.0,207.0,305.0,False,HARD,8.0,True,McLaren,0 days 01:26:01.027000,NaT,1,14.0,,,False,True
0 days 01:29:50.179000,NOR,4,0 days 00:01:55.040000,14.0,2.0,NaT,NaT,0 days 00:00:32.514000,0 days 00:00:51.660000,0 days 00:00:30.866000,0 days 01:28:27.653000,0 days 01:29:19.313000,0 days 01:29:50.179000,294.0,182.0,205.0,306.0,False,HARD,9.0,True,McLaren,0 days 01:27:55.139000,NaT,1,15.0,,,False,True
0 days 01:31:45.838000,NOR,4,0 days 00:01:55.659000,15.0,2.0,NaT,NaT,0 days 00:00:32.980000,0 days 00:00:51.437000,0 days 00:00:31.242000,0 days 01:30:23.159000,0 days 01:31:14.596000,0 days 01:31:45.838000,303.0,180.0,206.0,303.0,False,HARD,10.0,True,McLaren,0 days 01:29:50.179000,NaT,1,15.0,,,False,True
0 days 01:33:41.449000,NOR,4,0 days 00:01:55.611000,16.0,2.0,NaT,NaT,0 days 00:00:32.955000,0 days 00:00:51.733000,0 days 00:00:30.923000,0 days 01:32:18.793000,0 days 01:33:10.526000,0 days 01:33:41.449000,305.0,183.0,208.0,305.0,False,HARD,11.0,True,McLaren,0 days 01:31:45.838000,NaT,1,16.0,,,False,True
0 days 01:35:40.366000,NOR,4,0 days 00:01:58.917000,17.0,2.0,NaT,0 days 01:35:36.639000,0 days 00:00:32.721000,0 days 00:00:51.104000,0 days 00:00:35.092000,0 days 01:34:14.170000,0 days 01:35:05.274000,0 days 01:35:40.366000,321.0,181.0,,305.0,False,HARD,12.0,True,McLaren,0 days 01:33:41.449000,NaT,1,16.0,,,False,False
0 days 01:37:46.610000,NOR,4,0 days 00:02:06.244000,18.0,3.0,0 days 01:36:00.389000,NaT,0 days 00:00:47.580000,0 days 00:00:48.356000,0 days 00:00:30.308000,0 days 01:36:27.946000,0 days 01:37:16.302000,0 days 01:37:46.610000,300.0,198.0,211.0,299.0,False,SOFT,1.0,True,McLaren,0 days 01:35:40.366000,NaT,1,19.0,,,False,False
0 days 01:39:38.339000,NOR,4,0 days 00:01:51.729000,19.0,3.0,NaT,NaT,0 days 00:00:32.644000,0 days 00:00:48.825000,0 days 00:00:30.260000,0 days 01:38:19.254000,0 days 01:39:08.079000,0 days 01:39:38.339000,301.0,193.0,211.0,299.0,True,SOFT,2.0,True,McLaren,0 days 01:37:46.610000,NaT,1,18.0,,,False,True
0 days 01:41:30.084000,NOR,4,0 days 00:01:51.745000,20.0,3.0,NaT,NaT,0 days 00:00:32.634000,0 days 00:00:48.697000,0 days 00:00:30.414000,0 days 01:40:10.973000,0 days 01:40:59.670000,0 days 01:41:30.084000,295.0,193.0,210.0,302.0,False,SOFT,3.0,True,McLaren,0 days 01:39:38.339000,NaT,1,18.0,,,False,True
0 days 01:43:23.853000,NOR,4,0 days 00:01:53.769000,21.0,3.0,NaT,NaT,0 days 00:00:32.539000,0 days 00:00:50.286000,0 days 00:00:30.944000,0 days 01:42:02.623000,0 days 01:42:52.909000,0 days 01:43:23.853000,304.0,190.0,208.0,304.0,False,SOFT,4.0,True,McLaren,0 days 01:41:30.084000,NaT,1,17.0,,,False,True
0 days 01:45:17.578000,NOR,4,0 days 00:01:53.725000,22.0,3.0,NaT,NaT,0 days 00:00:32.406000,0 days 00:00:50.045000,0 days 00:00:31.274000,0 days 01:43:56.259000,0 days 01:44:46.304000,0 days 01:45:17.578000,310.0,192.0,207.0,309.0,False,SOFT,5.0,True,McLaren,0 days 01:43:23.853000,NaT,1,15.0,,,False,True
0 days 01:47:10.156000,NOR,4,0 days 00:01:52.578000,23.0,3.0,NaT,NaT,0 days 00:00:32.401000,0 days 00:00:49.675000,0 days 00:00:30.502000,0 days 01:45:49.979000,0 days 01:46:39.654000,0 days 01:47:10.156000,320.0,188.0,211.0,304.0,False,SOFT,6.0,True,McLaren,0 days 01:45:17.578000,NaT,1,13.0,,,False,True
0 days 01:49:03.015000,NOR,4,0 days 00:01:52.859000,24.0,3.0,NaT,NaT,0 days 00:00:32.307000,0 days 00:00:50.073000,0 days 00:00:30.479000,0 days 01:47:42.463000,0 days 01:48:32.536000,0 days 01:49:03.015000,312.0,184.0,212.0,306.0,False,SOFT,7.0,True,McLaren,0 days 01:47:10.156000,NaT,1,9.0,,,False,True
0 days 01:50:55.298000,NOR,4,0 days 00:01:52.283000,25.0,3.0,NaT,NaT,0 days 00:00:32.504000,0 days 00:00:49.333000,0 days 00:00:30.446000,0 days 01:49:35.519000,0 days 01:50:24.852000,0 days 01:50:55.298000,307.0,190.0,211.0,302.0,False,SOFT,8.0,True,McLaren,0 days 01:49:03.015000,NaT,1,8.0,,,False,True
0 days 01:52:46.980000,NOR,4,0 days 00:01:51.682000,26.0,3.0,NaT,NaT,0 days 00:00:32.646000,0 days 00:00:48.514000,0 days 00:00:30.522000,0 days 01:51:27.944000,0 days 01:52:16.458000,0 days 01:52:46.980000,301.0,190.0,209.0,302.0,True,SOFT,9.0,True,McLaren,0 days 01:50:55.298000,NaT,1,7.0,,,False,True
0 days 01:54:38.769000,NOR,4,0 days 00:01:51.789000,27.0,3.0,NaT,NaT,0 days 00:00:32.703000,0 days 00:00:48.566000,0 days 00:00:30.520000,0 days 01:53:19.683000,0 days 01:54:08.249000,0 days 01:54:38.769000,302.0,188.0,209.0,301.0,False,SOFT,10.0,True,McLaren,0 days 01:52:46.980000,NaT,1,7.0,,,False,True
0 days 01:56:30.760000,NOR,4,0 days 00:01:51.991000,28.0,3.0,NaT,NaT,0 days 00:00:32.878000,0 days 00:00:48.666000,0 days 00:00:30.447000,0 days 01:55:11.647000,0 days 01:56:00.313000,0 days 01:56:30.760000,300.0,189.0,206.0,301.0,False,SOFT,11.0,True,McLaren,0 days 01:54:38.769000,NaT,1,7.0,,,False,True
0 days 01:58:22.955000,NOR,4,0 days 00:01:52.195000,29.0,3.0,NaT,NaT,0 days 00:00:32.993000,0 days 00:00:48.624000,0 days 00:00:30.578000,0 days 01:57:03.753000,0 days 01:57:52.377000,0 days 01:58:22.955000,300.0,188.0,209.0,302.0,False,SOFT,12.0,True,McLaren,0 days 01:56:30.760000,NaT,1,7.0,,,False,True
0 days 02:00:15.244000,NOR,4,0 days 00:01:52.289000,30.0,3.0,NaT,NaT,0 days 00:00:33.078000,0 days 00:00:48.551000,0 days 00:00:30.660000,0 days 01:58:56.033000,0 days 01:59:44.584000,0 days 02:00:15.244000,302.0,187.0,206.0,302.0,False,SOFT,13.0,True,McLaren,0 days 01:58:22.955000,NaT,1,7.0,,,False,True
0 days 02:02:07.454000,NOR,4,0 days 00:01:52.210000,31.0,3.0,NaT,NaT,0 days 00:00:32.948000,0 days 00:00:48.678000,0 days 00:00:30.584000,0 days 02:00:48.192000,0 days 02:01:36.870000,0 days 02:02:07.454000,301.0,187.0,207.0,303.0,False,SOFT,14.0,True,McLaren,0 days 02:00:15.244000,NaT,1,7.0,,,False,True
0 days 02:03:59.368000,NOR,4,0 days 00:01:51.914000,32.0,3.0,NaT,NaT,0 days 00:00:32.863000,0 days 00:00:48.598000,0 days 00:00:30.453000,0 days 02:02:40.317000,0 days 02:03:28.915000,0 days 02:03:59.368000,301.0,186.0,208.0,301.0,False,SOFT,15.0,True,McLaren,0 days 02:02:07.454000,NaT,1,7.0,,,False,True
0 days 02:05:51.607000,NOR,4,0 days 00:01:52.239000,33.0,3.0,NaT,NaT,0 days 00:00:33.114000,0 days 00:00:48.617000,0 days 00:00:30.508000,0 days 02:04:32.482000,0 days 02:05:21.099000,0 days 02:05:51.607000,301.0,188.0,207.0,302.0,False,SOFT,16.0,True,McLaren,0 days 02:03:59.368000,NaT,1,7.0,,,False,True
0 days 02:07:43.828000,NOR,4,0 days 00:01:52.221000,34.0,3.0,NaT,NaT,0 days 00:00:32.885000,0 days 00:00:48.809000,0 days 00:00:30.527000,0 days 02:06:24.492000,0 days 02:07:13.301000,0 days 02:07:43.828000,302.0,187.0,206.0,303.0,False,SOFT,17.0,True,McLaren,0 days 02:05:51.607000,NaT,1,7.0,,,False,True
0 days 02:09:36.564000,NOR,4,0 days 00:01:52.736000,35.0,3.0,NaT,NaT,0 days 00:00:33.004000,0 days 00:00:49.053000,0 days 00:00:30.679000,0 days 02:08:16.832000,0 days 02:09:05.885000,0 days 02:09:36.564000,301.0,186.0,206.0,302.0,False,SOFT,18.0,True,McLaren,0 days 02:07:43.828000,NaT,1,7.0,,,False,True
0 days 02:11:28.997000,NOR,4,0 days 00:01:52.433000,36.0,3.0,NaT,NaT,0 days 00:00:32.995000,0 days 00:00:48.781000,0 days 00:00:30.657000,0 days 02:10:09.559000,0 days 02:10:58.340000,0 days 02:11:28.997000,301.0,188.0,205.0,301.0,False,SOFT,19.0,True,McLaren,0 days 02:09:36.564000,NaT,1,7.0,,,False,True
0 days 02:13:21.615000,NOR,4,0 days 00:01:52.618000,37.0,3.0,NaT,NaT,0 days 00:00:33.059000,0 days 00:00:48.881000,0 days 00:00:30.678000,0 days 02:12:02.056000,0 days 02:12:50.937000,0 days 02:13:21.615000,302.0,187.0,205.0,301.0,False,SOFT,20.0,True,McLaren,0 days 02:11:28.997000,NaT,1,7.0,,,False,True
0 days 02:15:14.274000,NOR,4,0 days 00:01:52.659000,38.0,3.0,NaT,NaT,0 days 00:00:32.995000,0 days 00:00:48.960000,0 days 00:00:30.704000,0 days 02:13:54.610000,0 days 02:14:43.570000,0 days 02:15:14.274000,300.0,188.0,206.0,301.0,False,SOFT,21.0,True,McLaren,0 days 02:13:21.615000,NaT,1,7.0,,,False,True
0 days 02:17:06.991000,NOR,4,0 days 00:01:52.717000,39.0,3.0,NaT,NaT,0 days 00:00:33.061000,0 days 00:00:48.914000,0 days 00:00:30.742000,0 days 02:15:47.335000,0 days 02:16:36.249000,0 days 02:17:06.991000,304.0,182.0,205.0,302.0,False,SOFT,22.0,True,McLaren,0 days 02:15:14.274000,NaT,1,7.0,,,False,True
0 days 02:18:59.802000,NOR,4,0 days 00:01:52.811000,40.0,3.0,NaT,NaT,0 days 00:00:33.111000,0 days 00:00:48.950000,0 days 00:00:30.750000,0 days 02:17:40.102000,0 days 02:18:29.052000,0 days 02:18:59.802000,302.0,187.0,208.0,302.0,False,SOFT,23.0,True,McLaren,0 days 02:17:06.991000,NaT,1,7.0,,,False,True
0 days 02:20:52.230000,NOR,4,0 days 00:01:52.428000,41.0,3.0,NaT,NaT,0 days 00:00:33.011000,0 days 00:00:48.830000,0 days 00:00:30.587000,0 days 02:19:32.813000,0 days 02:20:21.643000,0 days 02:20:52.230000,302.0,189.0,207.0,304.0,False,SOFT,24.0,True,McLaren,0 days 02:18:59.802000,NaT,1,7.0,,,False,True
0 days 02:22:44.230000,NOR,4,0 days 00:01:52,42.0,3.0,NaT,NaT,0 days 00:00:32.920000,0 days 00:00:48.600000,0 days 00:00:30.480000,0 days 02:21:25.150000,0 days 02:22:13.750000,0 days 02:22:44.230000,302.0,188.0,207.0,302.0,False,SOFT,25.0,True,McLaren,0 days 02:20:52.230000,NaT,1,7.0,,,False,True
0 days 02:24:36.539000,NOR,4,0 days 00:01:52.309000,43.0,3.0,NaT,NaT,0 days 00:00:32.965000,0 days 00:00:48.735000,0 days 00:00:30.609000,0 days 02:23:17.195000,0 days 02:24:05.930000,0 days 02:24:36.539000,304.0,187.0,207.0,304.0,False,SOFT,26.0,True,McLaren,0 days 02:22:44.230000,NaT,1,7.0,,,False,True
0 days 02:26:28.984000,NOR,4,0 days 00:01:52.445000,44.0,3.0,NaT,NaT,0 days 00:00:32.957000,0 days 00:00:48.875000,0 days 00:00:30.613000,0 days 02:25:09.496000,0 days 02:25:58.371000,0 days 02:26:28.984000,309.0,185.0,203.0,303.0,False,SOFT,27.0,True,McLaren,0 days 02:24:36.539000,NaT,12,7.0,,,False,True
0 days 01:04:46.702000,OCO,31,0 days 00:02:01.887000,1.0,1.0,NaT,NaT,NaT,0 days 00:00:51.868000,0 days 00:00:30.867000,NaT,0 days 01:04:15.957000,0 days 01:04:46.722000,319.0,192.0,210.0,263.0,False,SOFT,1.0,True,Alpine,0 days 01:02:44.614000,NaT,1,13.0,,,False,False
0 days 01:06:42.123000,OCO,31,0 days 00:01:55.421000,2.0,1.0,NaT,NaT,0 days 00:00:32.179000,0 days 00:00:52.680000,0 days 00:00:30.562000,0 days 01:05:18.901000,0 days 01:06:11.581000,0 days 01:06:42.143000,323.0,188.0,212.0,312.0,True,SOFT,2.0,True,Alpine,0 days 01:04:46.702000,NaT,12,13.0,,,False,True
0 days 01:08:35.883000,OCO,31,0 days 00:01:53.760000,3.0,1.0,NaT,NaT,0 days 00:00:31.626000,0 days 00:00:51.483000,0 days 00:00:30.651000,0 days 01:07:13.769000,0 days 01:08:05.252000,0 days 01:08:35.903000,347.0,183.0,210.0,311.0,True,SOFT,3.0,True,Alpine,0 days 01:06:42.123000,NaT,21,12.0,,,False,True
0 days 01:10:30.850000,OCO,31,0 days 00:01:54.967000,4.0,1.0,NaT,NaT,0 days 00:00:32.047000,0 days 00:00:51.900000,0 days 00:00:31.020000,0 days 01:09:07.950000,0 days 01:09:59.850000,0 days 01:10:30.870000,323.0,185.0,208.0,310.0,False,SOFT,4.0,True,Alpine,0 days 01:08:35.883000,NaT,1,12.0,,,False,True
0 days 01:12:26.703000,OCO,31,0 days 00:01:55.853000,5.0,1.0,NaT,NaT,0 days 00:00:32.170000,0 days 00:00:52.454000,0 days 00:00:31.229000,0 days 01:11:03.040000,0 days 01:11:55.494000,0 days 01:12:26.723000,331.0,185.0,209.0,311.0,False,SOFT,5.0,True,Alpine,0 days 01:10:30.850000,NaT,1,11.0,,,False,True
0 days 01:14:26.791000,OCO,31,0 days 00:02:00.088000,6.0,1.0,NaT,0 days 01:14:23.044000,0 days 00:00:32.096000,0 days 00:00:52.577000,0 days 00:00:35.415000,0 days 01:12:58.819000,0 days 01:13:51.396000,0 days 01:14:26.811000,332.0,177.0,,309.0,False,SOFT,6.0,True,Alpine,0 days 01:12:26.703000,NaT,1,15.0,,,False,False
0 days 01:16:33.015000,OCO,31,0 days 00:02:06.224000,7.0,2.0,0 days 01:14:46.122000,NaT,0 days 00:00:46.025000,0 days 00:00:50.075000,0 days 00:00:30.124000,0 days 01:15:12.836000,0 days 01:16:02.911000,0 days 01:16:33.035000,327.0,194.0,213.0,309.0,False,MEDIUM,1.0,True,Alpine,0 days 01:14:26.791000,NaT,1,17.0,,,False,False
0 days 01:18:25.501000,OCO,31,0 days 00:01:52.486000,8.0,2.0,NaT,NaT,0 days 00:00:31.769000,0 days 00:00:50.473000,0 days 00:00:30.244000,0 days 01:17:04.804000,0 days 01:17:55.277000,0 days 01:18:25.521000,332.0,189.0,213.0,305.0,True,MEDIUM,2.0,True,Alpine,0 days 01:16:33.015000,NaT,1,14.0,,,False,True
0 days 01:20:18.629000,OCO,31,0 days 00:01:53.128000,9.0,2.0,NaT,NaT,0 days 00:00:31.744000,0 days 00:00:51.106000,0 days 00:00:30.278000,0 days 01:18:57.265000,0 days 01:19:48.371000,0 days 01:20:18.649000,327.0,189.0,213.0,311.0,False,MEDIUM,3.0,True,Alpine,0 days 01:18:25.501000,NaT,1,13.0,,,False,True
